class_index,review_text
4,will have you talking 'til the end of the year
3,funny level
3,But it 's worth the concentration .
2,every potential laugh
1,never finds its tone and several scenes run too long .
2,at all stages of her life
4,explored with infinitely more grace and eloquence
2,duty and
2,new secretions
2,video work
0,What more can be expected from a college comedy that 's target audience has n't graduated from junior high school ?
4,the rarest kinds of films
2,of that first encounter
1,made every effort to disguise it as an unimaginative screenwriter 's invention
1,frustrated
2,highlighted
0,A humorless journey into a philosophical void .
3,to suspense thriller
1,just sits there like a side dish no one ordered .
1,too bad the film 's story does not live up to its style
2,brother Gordy
2,of not much else
3,See it for his performance if nothing else
2,processor
2,What might have been acceptable on the printed page of Iles ' book
1,is simply a matter of -LRB- being -RRB- in a shrugging mood .
4,make it a great piece to watch with kids and use to introduce video as art
4,lively and engaging examination
4,most magical and
1,Not just unlikable .
4,Brings awareness to an issue often overlooked
2,talk-heavy film
4,fascinating psychological fare
1,becomes predictably conventional
3,abstract characters
3,Like a child with an important message to tell
3,stylish exercise
3,be a New Mexican Cinema a-bornin '
4,a terrific job
2,less sophisticated audiences will mistake it for an endorsement of the very things that Bean abhors
4,filmmaking with a visually masterful work of quiet power
1,pollute the summer movie pool
3,the affection of that moral favorite
1,a psychiatrist who predictably finds it difficult to sustain interest in his profession after the family tragedy
0,wastes its time
3,a tireless story
4,the documentary gives an especially poignant portrait of her friendship with the never flagging legal investigator David Presson .
2,matchmaking
2,\* A \* S \* H '' only this time from an Asian perspective
4,has crafted here a worldly-wise and very funny script
3,15 years old
0,Lacks the visual flair and bouncing bravado that characterizes better hip-hop clips and is content to recycle images and characters that were already tired 10 years ago
1,could have and should have been deeper
0,also comes with the laziness and arrogance of a thing that already knows it 's won .
1,overacted with all the boozy self-indulgence that brings out the worst in otherwise talented actors
0,a hokey piece of nonsense that tries too hard to be emotional
0,treading water at best in this forgettable effort
1,really does n't have much to say beyond the news
4,'' funny
1,cold-hearted snake Petrovich
4,Still rapturous after all these years
1,about in thick clouds of denial
4,The film 's intimate camera work and searing performances
4,-LRB- Breheny 's -RRB- lensing of the New Zealand and Cook Island locations captures both the beauty of the land and the people .
3,talking a talk that appeals to me
0,something to be fully forgotten
0,that it makes My Big Fat Greek Wedding look like an apartheid drama
0,It 's as if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet ? ''
1,frittered
4,Easily the most thoughtful fictional examination
2,#NOM?
0,`` Solaris '' is a shapeless inconsequential move relying on the viewer to do most of the work .
4,cinematic perfection
4,One of those exceedingly rare films in which the talk alone is enough to keep us involved .
4,whose achievements -- and complexities -- reached far beyond the end zone
0,listless and desultory
0,its sleazy moralizing
2,brings documentary-like credibility to the horrors of the killing field and the barbarism of ` ethnic cleansing . '
4,best for the stunning star turn by Djeinaba Diop Gai
0,one-star rating
2,as anarchic
4,manages never to grow boring ... which proves that Rohmer still has a sense of his audience .
2,assuming that 's enough to sustain laughs
4,It 's been done before but never so vividly or with so much passion .
2,PBS program
2,does n't treat the issues lightly .
1,'s neither as funny nor as charming as it thinks it is
4,remember the last time I saw an audience laugh so much during a movie
1,an entirely irony-free zone and Bale reduced mainly to batting his sensitive eyelids
1,typical late-twenty-somethings natter
0,` This movie sucks . '
1,inhabit that special annex of hell
4,Romanek 's themes are every bit as distinctive as his visuals .
3,Alcatraz
4,Majidi 's direction has never been smoother or more confident .
2,right-hand goombah
3,embraced
0,looks and feels tired
3,Todd Solondz takes aim on political correctness and suburban families .
0,of tumbleweeds blowing through the empty theatres
4,glides gracefully from male persona to female without missing a beat .
2,with this cast
4,full of life and small delights --
4,a good-hearted ensemble comedy
2,got through crashing a college keg party
4,A winning comedy with its wry observations about long-lived friendships and the ways in which we all lose track of ourselves by trying
4,greatest date movies
3,A great companion piece to other Napoleon films
2,cumulative effect
4,far more entertaining than I had expected
3,behind cutesy film references
2,hardly specific to their era
2,demand four hankies
0,in its lackluster gear of emotional blandness
3,raise audience 's spirits
2,out of an Alice
4,One of those staggeringly well-produced
0,-LRB- A -RRB- rather thinly-conceived movie .
1,too clever for its own good
0,a disaster
3,Cremaster 3 is at once a tough pill to swallow and a minor miracle of self-expression .
2,of memory and desire
4,of cerebral and cinemantic flair
1,know we 're not supposed to take it seriously
1,to a Harrison Ford low
4,strong and funny
0,disinterest
0,will be from unintentional giggles -- several of them .
2,all of them
4,What results is the best performance from either in years
2,its eroticized gore
4,had more fun watching Spy than I had with most of the big summer movies
0,is a movie so insecure about its capacity to excite that it churns up not one but two flagrantly fake thunderstorms to underscore the action .
4,a riveting and surprisingly romantic ride
1,does n't add up to a whole lot .
4,A well-executed spy-thriller .
0,the most poorly staged and lit action in memory
1,The messy emotions raging throughout this three-hour effort
0,The most excruciating 86 minutes one
1,badly handled
0,marred beyond redemption by a disastrous ending
1,ugly-duckling
4,has made a film so unabashedly hopeful that it actually makes the heart soar .
1,An awkward hybrid of genres that just does n't work
2,both visually and thematically
1,many of these gross
1,ambivalence
1,slopped ` em together
